pl_name,hostname,sy_dist,pl_rade,pl_bmasse,pl_orbper,pl_eqt,st_spectype,st_teff,st_mass,disc_year
"TOI-1266 c","TOI-1266",36.01180000,1.98000000,3.17000000,18.80270000000,346.00,"M2",3563.00,0.437000,2020
"HD 48948 c","HD 48948",16.90430000,2.60000000,7.27000000,38.06000000000,553.00,"K3 V",4593.00,0.686000,2024
"GJ 900 b","GJ 900 A",20.80650000,12.40000000,3496.11247700,,,"K7",3976.00,1.080000,2024
"HIP 39017 b","HIP 39017",66.32170000,12.00000000,7500.75040520,31000.00000000000,,"A9/F0",7201.00,1.520000,2024
"HIP 54515 b","HIP 54515",82.81010000,12.20000000,5625.56280390,33000.00000000000,,"A5 V",8100.00,1.900000,2026
"HD 72659 c","HD 72659",51.89490000,12.10000000,6165.87109580,35500.00000000000,,"G2 V",5929.00,1.033000,2022
"TOI-1410.01","TOI-1410",72.75120000,3.10083009,12.50000000,1.21687000000,1236.70,,4635.00,0.794100,2024
"TOI-1846 b","TOI-1846",47.24960000,1.79200000,3.87000000,3.93067370000,568.10,,3568.00,0.418000,2025
"TOI-2345 c","TOI-2345",81.65410000,2.45100000,7.27000000,21.06430200000,544.00,"K",4687.00,0.727000,2025
"TOI-6041 b","TOI-6041",72.47310000,4.55000000,28.90000000,26.04945000000,605.60,"G7",5445.00,0.885000,2025
"2MASS J0249-0557 c","2MASS J0249-0557 A",66.06130000,12.40000000,3686.80952120,,,"M6 V",2859.00,0.046000,2018
"TOI-1742 b","TOI-1742",72.88710000,2.36507598,9.70000000,21.26908400000,694.09,,5815.00,1.086100,2024
"TOI-2134 b","TOI-2134",22.62020000,2.69000000,9.13000000,9.22920050000,666.00,"K5 V",4580.00,0.744000,2023
"TOI-2120 b","TOI-2120",32.17550000,2.12200000,6.80000000,5.79981640000,384.00,,3131.00,0.211000,2024
"TOI-6054.01","TOI-6054",79.40700000,2.64000000,12.50000000,7.50142800000,1360.00,,6047.00,1.107000,2024
"TOI-220 b","TOI-220",90.74020000,3.03000000,13.80000000,10.69526400000,805.00,"K0 V",5298.00,0.825000,2021
"eps Ind A b","eps Ind A",3.63857000,12.70000000,2005.49724817,16510.00000000000,275.00,"K5 V",4760.00,0.760000,2019
"LP 890-9 c","LP 890-9",32.42980000,1.36700000,25.30000000,8.45746300000,272.00,"M6 V",2850.00,0.118000,2022
"TOI-1203.01","TOI-1203",64.99430000,2.91800000,7.39000000,25.50267200000,743.60,"G3 V",5737.00,0.886000,2021
"BD-17 63 b","BD-17 63",34.46030000,12.80000000,1639.99458012,655.57000000000,,"K5 V",4714.00,0.741000,2008
"TOI-700 d","TOI-700",31.12650000,1.07300000,1.25000000,37.42396000000,268.80,"M2.5 V",3459.00,0.415000,2020
"TOI-2407 b","TOI-2407",92.43660000,4.26000000,16.80000000,2.70296900000,705.00,,3530.00,0.548000,2025
"LHS 1815 b","LHS 1815",29.84240000,1.08800000,1.58000000,3.81433400000,617.00,"M1",3643.00,0.502000,2020
"HD 75898 c","HD 75898",78.05050000,12.60000000,2698.36317543,6717.00000000000,,"F8 V",6122.00,1.295000,2024
"TOI-654.01","TOI-654",57.75530000,2.37800000,8.71000000,1.52756100000,794.00,"M2 V",3521.00,0.419000,2024
"TOI-1782.01","TOI-1782",95.26490000,2.36800000,6.20000000,4.98764102800,697.84,,4336.00,0.680000,2024
"HD 86728 b","HD 86728",14.92020000,3.03000000,9.43000000,31.15150000000,,"G1V",5610.00,0.967000,2025
"TOI-5076 b","TOI-5076",82.85700000,3.48935569,16.14568308,23.44316200000,550.00,"K2 V",4780.00,0.789000,2024
"TOI-122 b","TOI-122",62.11800000,2.72000000,7.85000000,5.07803000000,471.00,"M3 V",3403.00,0.312000,2020
"TOI-1782.02","TOI-1782",95.26490000,1.83900000,4.04000000,1.82902422700,974.95,,4336.00,0.680000,2024
"Gaia-5 b","Gaia-5",41.18130000,12.10000000,6633.07885409,358.62000000000,,,3447.00,0.339000,2025
"GJ 1289 b","GJ 1289",8.35147000,2.38000000,6.27000000,111.74000000000,150.00,"M4.5 Ve",3296.00,0.210000,2024
"HD 94890 b","HD 94890",61.70120000,13.30000000,676.97450691,824.61000000000,,"K0 III",4867.00,1.740000,2025
"HD 94890 c","HD 94890",61.70120000,12.50000000,2831.85110637,2492.19000000000,,"K0 III",4867.00,1.740000,2025
"TOI-712 b","TOI-712",58.62120000,2.04900000,4.85000000,9.53136100000,650.00,"K4.5 V",4622.00,0.732000,2022
"TOI-2322 c","TOI-2322",59.86100000,1.87400000,18.10000000,20.22552800000,496.80,"K4",4664.00,0.703000,2025
"GJ 581 e","GJ 581",6.29810000,1.38000000,2.48000000,3.14810000000,,"M3.0 V",3500.00,0.295000,2009
"nu Oct A b","nu Oct A",21.19990000,13.30000000,696.04421133,402.40000000000,,"K1 IV",4910.00,1.570000,2016
"LHS 1478 b","LHS 1478",18.22760000,1.24200000,2.33000000,1.94953780000,595.00,"m3 V",3381.00,0.236000,2021
"TOI-782 b","TOI-782",52.51220000,2.73400000,19.10000000,8.02400150000,435.00,,3370.00,0.397000,2024
"HIP 9618 c","HIP 9618",67.54780000,3.42855926,7.00000000,52.56363000000,470.31,,5649.00,0.942000,2023
"KOBE-1 b","KOBE-1",23.97180000,2.91000000,8.80000000,8.53990000000,594.40,"K7 V",4135.00,0.629000,2025
"Gl 725 A b","Gl 725 A",3.52140000,1.48000000,2.78000000,11.22010000000,,"M3",3433.00,0.330000,2025
"KOBE-1 c","KOBE-1",23.97180000,3.56000000,12.40000000,29.67100000000,392.50,"K7 V",4135.00,0.629000,2025
"G 261-6 b","G 261-6",10.62670000,1.10000000,1.37000000,5.45360000000,322.30,"M5.5 V",2907.00,0.118000,2025
"G 192-15 b","G 192-15",9.53114000,1.02000000,1.03000000,2.27476000000,453.60,"M5.0 V",2999.00,0.132000,2025
"TOI-5817 b","TOI-5817",80.75420000,3.08000000,10.30000000,15.61031000000,950.00,"G2 IV-V",5770.00,0.970000,2025
"TOI-6324 b","TOI-6324",20.54880000,1.05900000,1.17000000,0.27922100000,1216.00,,3247.00,0.269000,2025
"GJ 3998 c","GJ 3998",18.14590000,2.50000000,6.82000000,13.72700000000,,"M1",3726.00,0.520000,2016
"TOI-406 c","TOI-406",31.05970000,1.32000000,2.08000000,3.30744100000,584.00,"M3",3392.00,0.408000,2024
"Barnard d","Barnard's star",1.82655000,0.69400000,0.26300000,2.34020000000,483.00,"M3.5-4 V",3195.00,0.162000,2025
"TOI-238 b","TOI-238",80.54070000,1.55900000,3.37000000,1.27309900000,1378.00,"K2 V",5059.00,0.781000,2024
"HD 207496 b","HD 207496",23.60600000,2.25000000,6.10000000,6.44100800000,743.00,"K2.5 V",4819.00,0.800000,2023
"GJ 806 b","GJ 806",12.04450000,1.33100000,1.90000000,0.92632370000,940.00,"M1.5 V",3600.00,0.413000,2023
"HD 73344 c","HD 73344",35.26000000,13.50000000,118.54999581,65.94000000000,,"F6 V",6148.00,1.190000,2025
"GJ 317 b","GJ 317",15.19680000,13.30000000,794.50000000,695.69000000000,,"M3.5 V",3496.00,0.402000,2007
"GJ 463 b","GJ 463",18.35540000,13.10000000,1080.61658380,3459.00000000000,,"M3.0 V",3563.00,0.486000,2022
"GJ 9773 b","GJ 9773",15.92110000,14.20000000,172.58082500,2965.00000000000,,"M3.0 V",3528.00,0.358000,2025
"HD 15906 c","HD 15906",45.56210000,2.93000000,8.91000000,21.58329800000,532.00,"K V",4757.00,0.790000,2023
"K2-233 c","K2-233",67.50620000,1.27200000,4.60000000,7.06024000000,794.00,"K3",4796.00,0.790000,2018
"HD 93963 A b","HD 93963 A",82.34320000,1.46954368,2.80000000,1.03761090000,1842.23,"G0 V",5908.00,1.084400,2022
"K2-406 b","K2-406",85.37510000,4.60200000,19.20000000,22.54940600000,,"G4",5784.00,0.798000,2022
"Kepler-93 b","Kepler-93",95.91150000,1.47800000,4.66000000,4.72673978000,1133.00,,5669.00,0.911000,2014
"GJ 1061 b","GJ 1061",3.67278000,1.04000000,1.11000000,3.20730000000,,"M5.5 V",2953.00,0.120000,2020
"ups And d","ups And",13.40540000,12.50000000,3257.74117175,1276.46000000000,,"F8 V",6156.77,1.300000,1999
"Kepler-42 b","Kepler-42",40.05950000,0.78000000,0.70594400,1.21376720000,519.00,"M",3068.00,0.130000,2011
"K2-151 b","K2-151",69.47980000,1.49000000,2.83000000,3.83547600000,566.00,"M1.5 V",3695.00,0.470000,2018
"eps Tau b","eps Tau",47.52852000,12.70000000,2285.18624633,585.82000000000,,"K0 III",4877.00,2.570000,2006
"HD 109749 b","HD 109749",63.08210000,11.10000000,85.81410000,5.23989100000,,"G3 V",5824.00,1.130000,2005
"gam Cep b","gam Cep",14.10240000,12.70000000,2097.66748620,913.00000000000,,"K1 III-IV",4775.00,1.270000,2003
"TOI-128.01","TOI-128",68.47270000,2.21898000,5.56000000,4.94046810000,1344.51,,6086.00,0.851969,2024
"HD 111232 b","HD 111232",28.95710000,12.60000000,2531.50326176,1169.13202000000,,"G8 V",5512.00,0.960000,2003
"51 Peg b","51 Peg",15.46140000,14.30000000,146.20180000,4.23078500000,,"G5V",5758.00,1.030000,1995
"4 UMa b","4 UMa",73.46030000,12.60000000,2511.48007211,270.27000000000,,"K1 III",4415.00,1.234000,2006
"GJ 433 b","GJ 433",9.06456000,2.33000000,6.04300000,7.37050000000,,"M2V",3461.00,0.480000,2011
"GJ 676 A b","GJ 676 A",16.02720000,12.80000000,1840.86213334,1051.44521000000,,"M0",3734.00,0.626000,2010
"HD 117618 b","HD 117618",37.77810000,8.59000000,55.30242000,25.80000000000,,"G2 V",5990.00,1.077000,2004
"7 CMa b","7 CMa",19.81010000,13.40000000,587.98550000,735.10000000000,,"K1III(+M)",4826.00,1.340000,2011
"HD 125612 d","HD 125612",57.62070000,12.70000000,2281.37230545,2822.72698000000,,"G3 V",5900.00,1.050000,2009
"AB Pic b","AB Pic",50.04750000,12.30000000,4290.50000000,,,"K2 V",5285.00,0.900000,2005
"GJ 581 b","GJ 581",6.29810000,4.79000000,20.50000000,5.36860000000,,"M3.0 V",3500.00,0.295000,2005
"HD 11977 b","HD 11977",67.93310000,12.70000000,2080.00000000,711.00000000000,,"G8 III/IV",4970.00,1.910000,2005
"BD-10 3166 b","BD-10 3166",84.40690000,14.10000000,187.51970000,3.48777000000,,"K0 V",5393.00,1.470000,2000
"GJ 581 c","GJ 581",6.29810000,2.50000000,6.81000000,12.92110000000,,"M3.0 V",3500.00,0.295000,2007
"BD+14 4559 b","BD+14 4559",49.35200000,13.80000000,330.54320000,268.94000000000,,"K2 V",4864.00,0.490000,2009
"GJ 876 c","GJ 876",4.67517000,14.00000000,226.98460000,30.08810000000,,"M2.5V",3293.74,0.320000,2000
"HD 101930 b","HD 101930",30.02740000,10.60000000,79.45750000,70.46000000000,,"K1 V",5108.00,0.570000,2005
"HD 108147 b","HD 108147",38.92000000,10.90000000,82.95000000,10.89850000000,890.00,"F8 V CH+0.4",6255.73,1.220000,2002
"HD 108874 b","HD 108874",59.51750000,13.60000000,451.31860000,394.48123000000,,"G5",5600.00,1.100000,2002
"HD 69830 b","HD 69830",12.55910000,3.17000000,10.20000000,8.66700000000,,"K0V",5385.00,0.860000,2006
"HD 164509 b","HD 164509",53.11190000,14.30000000,140.79869000,280.17000000000,,"G5",5859.00,1.120000,2010
"TOI-2134 c","TOI-2134",22.62020000,7.27000000,41.89000000,95.50000000000,306.00,"K5 V",4580.00,0.744000,2023
"HD 192699 b","HD 192699",71.86270000,13.40000000,666.17168000,340.94000000000,,"G8 IV",5041.00,1.380000,2007
"HD 145377 b","HD 145377",53.48840000,12.80000000,1913.33660000,103.95000000000,,"G3 V",6014.00,1.200000,2008
"HD 196050 b","HD 196050",50.67420000,12.90000000,1493.79351290,1392.00000000000,,"G3 V",5879.00,1.270000,2002
"HD 147018 b","HD 147018",40.42560000,13.40000000,674.00000000,44.23600000000,,"G9 V",5441.00,0.927000,2009
"HD 20003 b","HD 20003",41.83160000,3.43000000,11.66000000,11.84820000000,,"G8 V",5494.00,0.875000,2019
"HD 196885 A b","HD 196885 A",34.16920000,13.20000000,819.97000000,1333.00000000000,,"F8 V",6254.00,1.280000,2007
"HD 149143 b","HD 149143",73.28010000,13.60000000,422.71390000,4.07182000000,,"G0",5856.00,1.200000,2005
"HD 126614 b","HD 126614",73.09610000,12.70000000,107.74382997,1257.25303000000,,"G8 IV",5568.00,0.960000,2009
"HD 177830 b","HD 177830",62.76740000,13.50000000,537.13270000,410.10001000000,,"K0",4901.00,1.700000,1999
"HD 128311 c","HD 128311",16.32920000,13.00000000,1204.25787000,921.53800000000,,"K0",4965.00,0.828000,2005
"HD 154672 b","HD 154672",63.04840000,12.80000000,1706.74710000,163.94000000000,,"G3 IV",5743.00,1.180000,2008
"HD 178911 B b","HD 178911 B",40.97270000,12.60000000,2552.17490000,71.48400000000,,"G5",5588.00,1.240000,2001
"HD 155358 b","HD 155358",43.61970000,13.80000000,314.65170000,194.30000000000,,"G0",5905.00,1.150000,2007
"HD 156668 b","HD 156668",24.33230000,1.87000000,4.15000000,4.64550000000,,"K2",4850.00,0.772000,2010
"HD 134060 c","HD 134060",24.01250000,5.91000000,29.29000000,1291.56460000000,,"G3 IV",5966.00,1.095000,2019
"HD 158038 b","HD 158038",94.86250000,13.50000000,486.27990000,521.00000000000,,"K0",4860.00,1.300000,2011
"HD 187085 b","HD 187085",45.89930000,13.90000000,265.70588000,1019.74000000000,,"G0 V",6117.00,1.189000,2006
"24 Sex b","24 Sex",72.06910000,13.40000000,632.46000000,452.80000000000,,"K0 IV",5098.00,1.540000,2010
"HD 63454 b","HD 63454",37.68940000,12.31000000,79.45750000,2.81805000000,,"K4 V",4812.00,0.420000,2005
"HD 62509 b","HD 62509",10.34000000,13.30000000,731.00000000,589.64000000000,,"K0IIIvar",4892.63,2.000000,2006
"HD 20781 c","HD 20781",35.97150000,2.17000000,5.33000000,13.89050000000,,"K0 V",5256.00,0.700000,2019
"HD 285968 b","HD 285968",9.47045000,2.83000000,8.40000000,8.78360000000,450.00,"M2 V",3703.49,0.500000,2008
"HD 69830 d","HD 69830",12.55910000,4.45000000,18.10000000,197.00000000000,,"K0V",5385.00,0.860000,2006
"HD 63765 b","HD 63765",32.53760000,14.20000000,168.44990000,358.00000000000,,"G9 V",5449.00,0.650000,2009
"rho CrB e","rho CrB",17.46710000,1.77000000,3.79000000,12.94900000000,,"G0 V",5817.00,0.950000,2023
"HD 70642 b","HD 70642",29.27600000,13.00000000,1239.53078730,2124.54000000000,,"G6 V",5732.00,1.078000,2003
"HD 30562 b","HD 30562",26.15970000,13.60000000,467.20775829,1157.00000000000,,"G2 IV",5882.00,1.120000,2009
"HD 73267 b","HD 73267",50.40930000,13.00000000,1321.53051631,1257.99159000000,,"K0 V",5387.00,0.930000,2008
"HD 210702 b","HD 210702",54.19630000,13.60000000,481.51003660,355.50000000000,,"K1 IV",4912.00,1.330000,2007
"HD 31527 c","HD 31527",38.44730000,3.85000000,14.16000000,51.20530000000,,"G2 V",5898.00,0.960000,2019
"HD 31527 d","HD 31527",38.44730000,3.46000000,11.82000000,271.67370000000,,"G2 V",5898.00,0.960000,2019
"HD 31527 b","HD 31527",38.44730000,3.22000000,10.47000000,16.55350000000,,"G2 V",5898.00,0.960000,2019
"HIP 111909 b","HIP 111909",88.07700000,13.70000000,384.57237247,487.08000000000,,"K1 III",4891.00,1.280000,2025
"HD 216435 b","HD 216435",32.98340000,13.70000000,400.40000000,1311.00000000000,,"G0 V",5999.00,1.300000,2002
"HD 216437 b","HD 216437",26.69020000,13.00000000,1334.87930940,1359.00000000000,,"G1 V",5909.00,1.220000,2002
"HD 8574 b","HD 8574",44.82640000,13.40000000,645.19490000,227.00000000000,,"F8",6064.00,1.340000,2002
"HD 37124 d","HD 37124",31.66340000,14.00000000,221.20968000,1862.00000000000,,"G4 V",5698.64,0.850000,2005
"HD 9446 c","HD 9446",50.35030000,13.40000000,578.42600000,192.90000000000,,"G5 V",5793.00,1.000000,2009
"HD 8673 b","HD 8673",37.86190000,12.30000000,4210.59073594,1644.69097000000,,"F5",6389.05,1.280000,2009
"HD 219828 b","HD 219828",73.11400000,4.59000000,19.06970442,3.83483000000,,"G0 IV",5891.00,1.040000,2007
"HD 38529 b","HD 38529",42.35380000,14.10000000,206.58846455,14.30990000000,,"G4 IV",5697.00,0.980000,2000
"HD 99492 b","HD 99492",18.20380000,5.44000000,25.50000000,17.05030000000,,"K2 V",4929.00,0.850000,2004
"HIP 14810 d","HIP 14810",50.48000000,14.10000000,187.51970000,981.80000000000,,"G5",5544.00,1.010000,2009
"55 Cnc f","55 Cnc",12.58550000,7.59000000,44.81200000,260.58000000000,,"G8 V",5198.00,1.015000,2007
"K2-384 d","K2-384",82.66030000,1.39200000,2.52000000,6.67958200000,,"M4 V",3623.00,0.330000,2022
"HD 40307 b","HD 40307",12.93630000,,1188.99607059,4.31230000000,910.00,"K2.5 V",4956.00,0.770000,2009
"HD 40979 b","HD 40979",34.08830000,12.90000000,1484.26610000,264.14999000000,,"F8 V",6165.00,1.450000,2002
"xi Aql b","xi Aql",56.18580000,13.40000000,616.90493799,136.97000000000,,"K0 III",4841.00,1.740000,2007
"HD 23079 b","HD 23079",33.45910000,13.20000000,845.42356262,735.74000000000,,"F9.5 V",5994.00,1.160000,2001
"HD 4203 b","HD 4203",81.37950000,13.30000000,708.76090000,431.88000000000,,"G5",5596.00,1.250000,2001
"HD 43691 b","HD 43691",85.60090000,13.20000000,810.46650000,36.99870000000,,"G0",6093.00,1.320000,2007
"HD 41004 B b","HD 41004 B",41.55040000,12.10000000,5838.29000000,1.32830000000,,"M2 V",5036.00,0.400000,2003
"tau Boo b","tau Boo",15.65210000,12.80000000,1891.00000000,3.31245680000,,"F7 V",6466.27,1.320000,1996
"HD 204313 b","HD 204313",47.79450000,12.90000000,1466.77809830,2041.11539000000,,"G5 V",5767.00,1.030000,2010
"bet Cnc b","bet Cnc",89.04720000,12.60000000,2479.00000000,605.20000000000,,"K4 III",4092.10,1.700000,2014
"bet UMi b","bet UMi",38.77472000,12.70000000,1938.70000000,522.30000000000,,"K4 III",4126.00,1.400000,2014
"Kapteyn c","Kapteyn",3.93305000,2.54000000,7.00000000,121.54000000000,,"M2.0V",3550.00,0.281000,2014
"HD 207832 c","HD 207832",58.92910000,14.00000000,232.01590000,1155.70000000000,,"G5 V",5710.00,0.940000,2012
"HIP 105854 b","HIP 105854",78.63810000,12.60000000,2606.10000000,184.20000000000,,"K2 III",4780.00,2.100000,2014
"BD-11 4672 b","BD-11 4672",27.16650000,14.10000000,206.58950000,1634.00000000000,,"K7V",4550.00,0.651000,2014
"HD 67087 c","HD 67087",76.52170000,12.90000000,1540.00000000,2374.00000000000,,"F8 V",6330.00,1.360000,2015
"HD 175607 b","HD 175607",40.33030000,,2456.17792930,29.01000000000,,"G6 V",5392.00,0.710000,2015
"K2-384 f","K2-384",82.66030000,2.22200000,5.57000000,13.62749000000,,"M4 V",3623.00,0.330000,2022
"HD 27631 b","HD 27631",50.28620000,13.50000000,495.81231492,2198.14000000000,,"G3 IV/V",5737.00,0.944000,2012
"TOI-178 f","TOI-178",62.69900000,2.41700000,5.63000000,15.23335000000,521.00,"K",4316.00,0.647000,2021
"K2-21 c","K2-21",83.64480000,2.49000000,6.76000000,15.50192000000,420.00,"M0.0",4222.06,0.676023,2015
"HD 98649 b","HD 98649",42.17270000,12.50000000,3082.93554790,5384.00000000000,,"G3/G5 V",5759.00,0.970000,2012
"K2-9 b","K2-9",82.96310000,2.25000000,5.69000000,18.44980000000,314.00,"M2.5 V",3390.00,0.300000,2015
"HD 164595 b","HD 164595",28.25400000,4.16000000,16.14000000,40.00000000000,,"G2 V",5790.00,0.990000,2015
"kap And b","kap And",50.01770000,12.30000000,4327.36000000,,1900.00,"B9 IV",10900.00,2.600000,2012
"GJ 676 A e","GJ 676 A",16.02720000,2.47000000,6.67439655,35.47358000000,,"M0",3734.00,0.626000,2012
"GJ 667 C e","GJ 667 C",7.24396000,1.45000000,2.70000000,62.24000000000,,"M1.5 V",3350.00,0.330000,2013
"GJ 667 C g","GJ 667 C",7.24396000,1.99000000,4.60000000,256.20000000000,,"M1.5 V",3350.00,0.330000,2013
"GJ 504 b","GJ 504",17.52990000,12.10569916,1271.30000000,,510.00,"G0 V",6234.00,1.220000,2013
"HD 159243 c","HD 159243",73.30550000,13.40000000,603.90000000,248.40000000000,,"G0 V",6123.00,1.125000,2013
"LHS 1678 b","LHS 1678",19.87820000,0.68500000,0.35000000,0.86023250000,830.44,"M2.0 V",3490.00,0.345000,2021
"HD 4203 c","HD 4203",81.37950000,13.30000000,689.66000000,6700.00000000000,,"G5",5582.00,0.990000,2014
"GJ 3998 b","GJ 3998",18.14590000,1.39000000,2.50000000,2.65033000000,,"M1",3726.00,0.520000,2016
"HD 47366 b","HD 47366",84.35520000,13.40000000,661.71874337,360.08000000000,,"K1 III",4866.00,1.810000,2016
"K2-239 b","K2-239",31.08490000,1.10000000,1.37000000,5.24000000000,502.00,"M3.0 V",3420.00,0.400000,2018
"K2-233 d","K2-233",67.50620000,2.36300000,10.30000000,24.36810000000,525.00,"K3",4796.00,0.790000,2018
"HD 211810 b","HD 211810",64.63530000,14.00000000,212.94610000,1558.00000000000,,"G5",5652.00,1.030000,2018
"47 UMa d","47 UMa",13.79670000,13.50000000,521.22000000,14002.00000000000,,"G0V",5872.00,1.060000,2009
"HD 111998 b","HD 111998",33.22370000,12.90000000,1525.57635360,810.00000000000,,"F6 V",6557.00,1.400000,2016
"GJ 9827 b","GJ 9827",29.66100000,1.44000000,4.28000000,1.20897400000,1035.01,"K7 V",4236.00,0.620000,2017
"HD 72892 b","HD 72892",69.73110000,12.80000000,1737.88572948,39.44603000000,,"G5 V",5688.00,1.010000,2016
"HD 128356 b","HD 128356",26.15480000,13.90000000,282.86870000,298.20000000000,,"K3 V",4875.00,0.650000,2016
"HD 165155 b","HD 165155",63.35740000,13.20000000,918.52870000,434.50000000000,,"G8 V",5426.00,1.020000,2016
"2MASS J22362452+4751425 b","2MASS J22362452+4751425",69.57370000,12.30000000,3972.87500000,,,"K7 V",4045.00,0.600000,2016
"K2-288 B b","K2-288 B",65.61380000,1.90000000,4.27000000,31.39346300000,226.36,"M3 V",3341.00,0.330000,2018
"Gl 378 b","Gl 378",14.95450000,3.66000000,13.02000000,3.82200000000,830.00,"M1",3879.00,0.560000,2019
"HD 39855 b","HD 39855",23.25990000,2.85000000,8.50000000,3.24980000000,,"G8 V",5576.00,0.870000,2019
"HD 92788 c","HD 92788",34.65380000,13.00000000,1166.43610000,11611.29750000000,,"G6 V",5744.00,1.150000,2019
"HD 206255 b","HD 206255",75.23630000,6.47000000,34.20000000,96.04500000000,,"G5 IV/V",5635.00,1.420000,2019
"psi1 Dra B b","psi1 Dra B",22.71880000,13.50000000,486.27990000,3117.00000000000,,"G0 V",6212.00,1.190000,2015
"HD 208897 b","HD 208897",67.48720000,13.70000000,379.48711796,358.27000000000,,"K0",4860.00,1.250000,2017
"K2-129 b","K2-129",27.79570000,1.04000000,1.12000000,8.23949300000,,,3459.09,0.360031,2017
"GJ 625 b","GJ 625",6.47249000,1.49000000,2.82000000,14.62800000000,,"M2",3499.00,0.300000,2017
"Wolf 1061 d","Wolf 1061",4.30592000,2.69000000,7.70000000,217.21000000000,,"M3.5",3342.00,0.294000,2015
"Wolf 1061 b","Wolf 1061",4.30592000,1.21000000,1.91000000,4.88690000000,,"M3.5",3342.00,0.294000,2015
"HD 34445 d","HD 34445",46.09070000,6.07000000,30.70000000,117.87000000000,,"G0 V",5836.00,1.070000,2017
"HD 147379 b","HD 147379",10.76430000,4.94000000,21.60000000,86.58000000000,,"M0.0 V",4090.00,0.580000,2017
"HD 143105 b","HD 143105",46.77890000,13.70000000,384.57430000,2.19740000000,,"F5",6380.00,1.510000,2016
"HD 35759 b","HD 35759",71.24230000,13.00000000,1195.04080000,82.46700000000,,"G0",6060.00,1.150000,2016
"HD 191806 b","HD 191806",65.66680000,12.50000000,2966.61035094,1603.38923000000,,"K0",6010.00,1.070000,2016
"K2-233 b","K2-233",67.50620000,1.31500000,2.40000000,2.46758300000,1127.00,"K3",4796.00,0.790000,2018
"HD 206893 b","HD 206893",40.75830000,14.01122587,8899.19539600,9350.00000000000,1429.20,"F5 V",6500.00,1.320000,2021
"TYC 2187-512-1 b","TYC 2187-512-1",15.47440000,12.50000000,104.88337431,691.90000000000,,"M1.0 V",3734.00,0.498000,2022
"Gl 49 b","Gl 49",9.85280000,2.24000000,5.63000000,13.85080000000,,"M1.5 V",3805.00,0.515000,2019
"TOI-561 d","TOI-561",85.79900000,2.61500000,13.33000000,25.71268000000,600.00,"G9 V",5342.00,0.806000,2020
"Kepler-504 b","Kepler-504",99.06880000,1.59000000,3.15000000,9.54927542200,374.00,,3519.00,0.330000,2016
"TOI-544 b","TOI-544",41.11660000,2.01800000,2.89000000,1.54835200000,999.00,,4169.00,0.631000,2022
"HD 105779 b","HD 105779",55.24110000,14.10000000,203.41018048,2412.00000000000,,"G2",5792.00,0.890000,2022
"HD 69123 b","HD 69123",75.11600000,13.10000000,982.08977763,1193.30000000000,,"K1 III",4842.00,1.680000,2022
"TOI-1203 c","TOI-1203",64.99430000,2.20000000,5.46000000,13.07660000000,,"G3 V",5737.00,0.886000,2025
"LP 261-75 b","LP 261-75 A",33.92800000,12.10000000,6674.39654700,,1500.00,"M4.5 V",3138.00,0.220000,2006
"TOI-771 c","TOI-771",25.27880000,1.50000000,2.87000000,7.61000000000,365.00,"M3",3370.00,0.220000,2025
"TOI-1203 b","TOI-1203",64.99430000,1.52000000,3.51000000,4.15728880000,1361.20,"G3 V",5737.00,0.886000,2025
"HIP 29442 d","TOI-469",68.19200000,1.53800000,5.14000000,6.42957500000,920.00,,5289.00,0.901000,2023
"HD 93385 d","HD 93385",43.34750000,2.89000000,8.70000000,45.85000000000,,"G2/G3 V",5977.00,1.040000,2021
"HD 154088 b","HD 154088",18.26920000,2.46000000,6.60000000,18.56000000000,,"K0 IV-V",5374.00,0.910000,2021
"HD 29399 b","HD 29399",44.15180000,13.50000000,498.99059899,892.70000000000,,"K1 III",4845.00,1.170000,2022
"TOI-4559 b","TOI-4559",31.63540000,1.41500000,2.59000000,3.96599100000,554.16,,3558.00,0.392000,2024
"TOI-5713 b","TOI-5713",40.86680000,1.77000000,3.78000000,10.44198900000,347.20,"M3.5+/-0.5",3225.00,0.265300,2024
"Barnard b","Barnard's star",1.82655000,0.72000000,0.29900000,3.15420000000,438.00,"M3.5-4 V",3195.00,0.162000,2024
"HD 208487 b","HD 208487",45.14700000,14.30000000,146.20106722,129.36000000000,,"G2 V",6134.00,1.150000,2004
"Kepler-446 b","Kepler-446",96.33900000,1.50000000,2.86000000,1.56540900000,648.00,"M4",3359.00,0.220000,2015
"HS Psc b","HS Psc",37.66040000,13.60000000,464.02947422,3.98600000000,,"K7 V",4203.00,0.690000,2024
"HIP 111909 c","HIP 111909",88.07700000,13.90000000,257.44100967,893.63000000000,,"K1 III",4891.00,1.280000,2025
"UCAC4 328-061594 b","UCAC4 328-061594",39.90890000,12.10000000,6674.39654700,,,"DC",,1.190000,2024
"UCAC3 113-933 b","UCAC3 113-933",52.58290000,12.10000000,6674.39654700,,,"M0",3864.00,0.610000,2024
"HD 48948 b","HD 48948",16.90430000,2.06000000,4.88000000,7.34013000000,957.00,"K3 V",4593.00,0.686000,2024
"HD 48948 d","HD 48948",16.90430000,3.24000000,10.59000000,151.92000000000,349.00,"K3 V",4593.00,0.686000,2024
"Gaia-4 b","Gaia-4",73.48290000,12.40000000,3750.37520260,571.30000000000,,,4034.00,0.644000,2025
